"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"3LHN8GQC","journalArticle","2008","Dalton, Timothy J.; Parsons, Robert; Kersbergen, Richard; Rogers, Glenn","B851: A Comparative Analysis of Organic Dairy Farms in Maine and Vermont: Farm Financial Information from 2004 to 2006","","","","","http://digitalcommons.library.umaine.edu/aes_bulletin/3","The purpose of this bulletin is to provide an insight into the relative financial performance of organic dairy farming through the examination of three years of detailed farm financial records. Farm financial records were collected in person by trained enumerators from organic dairy operations in Maine and Vermont for the 2004–2006 production years. These farm records are complemented by surveys on farm and farmer characteristics along with farmers’ motivational interests for organic dairy production and performance satisfaction. This report, therefore, provides a rich financial perspective on the evolution of organic dairy farming performance unlike single-season surveys.","2008","2021-12-17 14:00:19","2021-12-17 14:00:19","2017-12-09 21:58:09","","","","851","","","B851","","","","","","","","","","","","digitalcommons.library.umaine.edu","","","","/Users/lizawood/Zotero/storage/V2M7G4AD/Dalton et al. - 2008 - B851 A Comparative Analysis of Organic Dairy Farm.pdf; /Users/lizawood/Zotero/storage/QG43I8Y4/3.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"35PH9ZX7","book","2013","Creswell, John W.","Research Design: Qualitative, Quantitative, and Mixed Methods Approaches, 4th Edition","","978-1-4522-2610-1","","","","The eagerly anticipated Fourth Edition of the title that pioneered the comparison of qualitative, quantitative, and mixed methods research design is here! For all three approaches, Creswell includes a preliminary consideration of philosophical assumptions, a review of the literature, an assessment of the use of theory in research approaches, and refl ections about the importance of writing and ethics in scholarly inquiry. He also presents the key elements of the research process, giving specifi c attention to each approach. The Fourth Edition includes extensively revised mixed methods coverage, increased coverage of ethical issues in research, and an expanded emphasis on worldview perspectives.","2013-03-14","2021-12-17 14:00:03","2021-12-17 14:00:03","","","273","","","","","Research Design","","","","","SAGE Publications, Inc","Thousand Oaks","English","","","","","Amazon","","","","","https://www.amazon.com/Research-Design-Qualitative-Quantitative-Approaches/dp/1452226105","","","","","","","","","","","","","","","","","","","","","","4th edition","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CHPFMA23","journalArticle","2010","Constance, Douglas H.; Choi, Jin Young","Overcoming the Barriers to Organic Adoption in the United States: A Look at Pragmatic Conventional Producers in Texas","Sustainability","","","10.3390/su2010163","https://www.mdpi.com/2071-1050/2/1/163","Organics is the one of the fastest growing segments in food sales. Though the amount of certified organic land is increasing, the supply of organic foods lags behind demand in the United States. The reasons for this gap include a lack of government support for organics, and the peculiarities of organics as an innovation. In an attempt to close this gap, and increase the environmental sustainability of U.S. agriculture, this paper has two objectives. The first is to document the structural and institutional constraints to organic adoption. This is accomplished through a review of organic programs and policies in the U.S., in particular the National Organic Program. The second objective is to investigate the predictors of interest and the perceived barriers to organic adoption among pragmatic conventional producers in Texas, compared to organic and conventional producers. This is accomplished through a survey of a representative sample of producers in Texas. The results indicate that more than forty percent of producers who currently have conventional operations have at least some interest in organic production (pragmatic conventional producers). There are significant differences among the three groups in their structural and attitudinal characteristics related to organic adoption. For the pragmatic conventional producers, an increase in revenue would be a major facilitator of organic adoption. Their high levels of uncertainty regarding organic production and marketing, and especially organic certification constrain organic adoption. The results also reveal that the institutional setting in the U.S. hindered adoption. The paper concludes that increased institutional support would facilitate organic adoption.","2010-01","2021-12-17 13:59:49","2021-12-17 13:59:49","2019-03-06 22:13:07","163-188","","1","2","","","Overcoming the Barriers to Organic Adoption in the United States","","","","","","","en","http://creativecommons.org/licenses/by/3.0/","","","","www.mdpi.com","","","","/Users/lizawood/Zotero/storage/SFCQWVWS/Constance and Choi - 2010 - Overcoming the Barriers to Organic Adoption in the.pdf; /Users/lizawood/Zotero/storage/8JJ2C442/163.html","","","organic agriculture; adoption; barriers","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2HY2MCN4","journalArticle","2019","Colding, Johan; Barthel, Stephan","Exploring the social-ecological systems discourse 20 years later","Ecology and Society","","1708-3087","10.5751/ES-10598-240102","https://www.ecologyandsociety.org/vol24/iss1/art2/","Colding, J., and S. Barthel. 2019. Exploring the social-ecological systems discourse 20 years later. Ecology and Society 24(1):2. https://doi.org/10.5751/ES-10598-240102","2019-01-21","2021-12-17 13:59:36","2021-12-17 13:59:36","2020-12-12 17:40:09","","","1","24","","","","","","","","","","en","© 2019 by the author(s)","","","","www.ecologyandsociety.org","","Publisher: The Resilience Alliance","","/Users/lizawood/Zotero/storage/V744WXVE/Colding and Barthel - 2019 - Exploring the social-ecological systems discourse .pdf; /Users/lizawood/Zotero/storage/G2448MU9/art2.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7LWETY4Y","journalArticle","2017","Cherney, Debbie J R; Hall, Morrison; Cherney, J H; Hunter, Mike; Lawrence, Joe; Paddock, Ken; County, Lewis; Nortz, John; County, Jefferson; Reed, Dan","Maximizing Both Alfalfa and Grass Quality of Mixtures","","","","","","","2017","2021-12-17 13:59:15","2021-12-17 13:59:15","","7","","","","","","","","","","","","","en","","","","","Zotero","","","","/Users/lizawood/Zotero/storage/8932PRBC/Cherney et al. - Maximizing Both Alfalfa and Grass Quality of Mixtu.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"HKWHMJGB","journalArticle","2006","Carolan, Michael S.","Social change and the adoption and adaptation of knowledge claims: Whose truth do you trust in regard to sustainable agriculture?","Agriculture and Human Values","","0889-048X, 1572-8366","10.1007/s10460-006-9006-4","https://link.springer.com/article/10.1007/s10460-006-9006-4","This paper examines sustainable agriculture’s steady rise as a legitimate farm management system. In doing this, it offers an account of social change that centers on trust and its intersection with networks of knowledge. The argument to follow is informed by the works of Foucault and Latour but moves beyond this literature in important ways. Guided by and building upon earlier conceptual framework first forwarded by Carolan and Bell (2003, Environmental Values 12: 225–245), sustainable agriculture is examined through the lens of a “phenomenological challenge.” In doing this, analytic emphasis centers on the interpretative resources of everyday life and the artful act of practice – in other words, on “the local.” Research data involving Iowa farmers and agriculture professionals are examined to understand how social relations of trust and knowledge are contested and shaped within and between agricultural social networks and organizational configurations. All of this is meant to further our understanding of what “sustainable agriculture” is and is not, who it is, and how these boundaries change over time.","2006-10-01","2021-12-17 13:58:08","2021-12-17 13:58:08","2018-03-16 15:29:00","325-339","","3","23","","Agric Hum Values","Social change and the adoption and adaptation of knowledge claims","","","","","","","en","","","","","link.springer.com","","","","/Users/lizawood/Zotero/storage/4TWGS635/Carolan - 2006 - Social change and the adoption and adaptation of k.pdf; /Users/lizawood/Zotero/storage/67I7CBE8/s10460-006-9006-4.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"XU95ZYN3","journalArticle","2018","Bybee-Finley, K.; Ryan, Matthew","Advancing Intercropping Research and Practices in Industrialized Agricultural Landscapes","Agriculture","","","10.3390/agriculture8060080","http://www.mdpi.com/2077-0472/8/6/80","Sustainable intensification calls for agroecological and adaptive management of the agrifood system. Here, we focus on intercropping and how this agroecological practice can be used to increase the sustainability of crop production. Strip, mixed, and relay intercropping can be used to increase crop yields through resource partitioning and facilitation. In addition to achieving greater productivity, diversifying cropping systems through the use of strategic intercrops can increase yield stability, reduce pests, and improve soil health. Several intercropping systems are already implemented in industrialized agricultural landscapes, including mixed intercropping with perennial grasses and legumes as forage and relay intercropping with winter wheat and red clover. Because intercropping can provide numerous benefits, researchers should be clear about their objectives and use appropriate methods so as to not draw spurious conclusions when studying intercrops. In order to advance the practice, experiments that test the effects of intercropping should use standardized methodology, and researchers should report a set of common criteria to facilitate cross-study comparisons. Intercropping with two or more crops appears to be less common with annuals than perennials, which is likely due to differences in the mechanisms responsible for complementarity. One area where intercropping with annuals in industrialized agricultural landscapes has advanced is with cover crops, where private, public, and governmental organizations have harmonized efforts to increase the adoption of cover crop mixtures.","2018-06-08","2021-12-17 13:57:49","2021-12-17 13:57:49","2018-09-15 17:35:13","80","","6","8","","","","","","","","","","en","http://creativecommons.org/licenses/by/3.0/","","","","www.mdpi.com","","","","/Users/lizawood/Zotero/storage/KGYSD5SD/Bybee-Finley et al. - 2018 - Advancing Intercropping Research and Practices in .pdf","","","competition; complementarity; cover crops; crop diversity; intercropping; land equivalent ratio; multifunctionality; sustainable intensification; trade-offs; weed suppression","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"GQJAJHJZ","journalArticle","2016","Bybee-Finley, K. Ann; Mirsky, Steven B.; Ryan, Matthew R.","Functional Diversity in Summer Annual Grass and Legume Intercrops in the Northeastern United States","Crop Science","","0011-183X","10.2135/cropsci2016.01.0046","https://dl.sciencesocieties.org/publications/cs/abstracts/56/5/2775","","2016","2021-12-17 13:57:38","2021-12-17 13:57:38","2016-10-01 16:19:30","2775","","5","56","","","","","","","","","","en","","","","","CrossRef","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"NSFDAA3C","book","1990","Buttel, Frederick H.; Jr, Gilbert W. Gillespie; Larson, Olaf F.","The Sociology of Agriculture:","","978-0-313-26444-3","","","","Published to commemorate the 50th anniversary of the Rural Sociological Society, this monograph analyzes the nearly 90 years of rural sociological research on agriculture and provides a comprehensive overview of changing research focuses and theoretical approaches. As the authors note at the outset, there are a good number of continuities between early-20th-century rural sociology and what is now called the sociology of agriculture. There are also, they note, very substantial differences between contemporary sociology of agriculture scholarship and that which preceded it. Their aim throughout is to convey both continuities and discontinuities in theory, method, and approach. Intended primarily as a straightforward exposition of major scholarly themes, the volume is designed to be useful to readers from a variety of theoretical persuasions. The authors do, however, point to areas of weakness in theoretical or methodological approach that should be addressed in future research.The volume is organized around the three major eras of rural sociological conceptualizations of agriculture. The authors begin by examining the founding of U.S. rural sociology shortly after the turn of the century until the early 1950s, demonstrating that during this initial era the study of agriculture was largely construed as one of the many elements necessary for understanding the social fabric of rural community life. In the next section, they explore the social psychological/behaviorist tradition, which held sway from the early 1950s through the early 1970s and which conceptualized farmers as actors responding to stimuli such as new technologies and educational opportunities. The three chapters devoted to recent research in the emerging tradition of the new rural sociology address such topics as the political economy of agriculture, the environment of agriculture, and major theoretical trends in the sociology of agriculture. In their concluding chapter, the authors look toward the future of the sociology of agriculture and identify some potential problems as we move into the 1990s.","1990-02-08","2021-12-17 13:57:19","2021-12-17 13:57:19","","","283","","","","","The Sociology of Agriculture","","","","","Praeger","New York","English","","","","","Amazon","","","","","https://www.amazon.com/Sociology-Agriculture-Contributions/dp/0313264449","","","","","","","","","","","","","","","","","","","","","","y First printing edition","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BGXZJIZ6","journalArticle","2015","Brooker, Rob W.; Bennett, Alison E.; Cong, Wen-Feng; Daniell, Tim J.; George, Timothy S.; Hallett, Paul D.; Hawes, Cathy; Iannetta, Pietro P. M.; Jones, Hamlyn G.; Karley, Alison J.; Li, Long; McKenzie, Blair M.; Pakeman, Robin J.; Paterson, Eric; Schöb, Christian; Shen, Jianbo; Squire, Geoff; Watson, Christine A.; Zhang, Chaochun; Zhang, Fusuo; Zhang, Junling; White, Philip J.","Improving intercropping: a synthesis of research in agronomy, plant physiology and ecology","New Phytologist","","0028646X","10.1111/nph.13132","http://doi.wiley.com/10.1111/nph.13132","","2015-04","2021-12-17 13:57:06","2021-12-17 13:57:06","2017-12-12 19:00:19","107-117","","1","206","","","Improving intercropping","","","","","","","en","","","","","CrossRef","","","","/Users/lizawood/Zotero/storage/EP6SLBGM/Brooker_et_al-2015-New_Phytologist.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"97ARGSER","book","2014","","Industry Evaluations of the Status and Prospects for the Burgeoning New York Greek-style Yogurt Industry","","","","","","","2014","2021-12-17 13:56:17","2021-12-17 13:56:17","","","52","","","","","","R.B","","","","","","en_US","","","","","ageconsearch.umn.edu","","","","","","","Consumer/Household Economics; Food Consumption/Nutrition/Food Safety; Marketing","Boynton, Robert D.; Novakovic, Andrew M.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2YDNRX49","journalArticle","2021","Petersen-Rockney, Margiana; Baur, Patrick; Guzman, Aidee; Bender, S. Franz; Calo, Adam; Castillo, Federico; De Master, Kathryn; Dumont, Antoinette; Esquivel, Kenzo; Kremen, Claire; LaChance, James; Mooshammer, Maria; Ory, Joanna; Price, Mindy J.; Socolar, Yvonne; Stanley, Paige; Iles, Alastair; Bowles, Timothy","Narrow and Brittle or Broad and Nimble? Comparing Adaptive Capacity in Simplifying and Diversifying Farming Systems","Frontiers in Sustainable Food Systems","","2571-581X","10.3389/fsufs.2021.564900","http://www.frontiersin.org/articles/10.3389/fsufs.2021.564900/full?&utm_source=Email_to_authors_&utm_medium=Email&utm_content=T1_11.5e1_author&utm_campaign=Email_publication&field=&journalName=Frontiers_in_Sustainable_Food_Systems&id=564900","Humanity faces a triple threat of climate change, biodiversity loss, and global food insecurity. In response, increasing the general adaptive capacity of farming systems is essential. We identify two divergent strategies for building adaptive capacity. Simplifying processes seek to narrowly maximize production by shifting the basis of agricultural production towards centralized control of socially and ecologically homogenized systems. Diversifying processes cultivate social-ecological complexity in order to provide multiple ecosystem services, maintain management flexibility, and promote coordinated adaptation across levels. Through five primarily United States focused cases of distinct agricultural challenges—foodborne pathogens, drought, marginal lands, labor availability, and land access and tenure—we compare simplifying and diversifying responses to assess how these pathways differentially enhance or degrade the adaptive capacity of farming systems in the context of the triple threat. These cases show that diversifying processes can weave a form of equitable and sustainable adaptive capacity that is fundamentally distinct from the narrow and brittle adaptive capacity produced through simplification. We find that while there are structural limitations and tradeoffs to diversifying processes, adaptive capacity can be facilitated by empowering people and enhancing ecosystem functionality to proactively distribute resources and knowledge where needed and to nimbly respond to changing circumstances. Our cases suggest that, in order to garner the most adaptive benefits from diversification, farming systems should balance the pursuit of multiple goals, which in turn requires an inclusive process for active dialogue and negotiation among diverse perspectives. Instead of locking farming systems into pernicious cycles that reproduce social and ecological externalities, diversification processes enable nimble responses to a broad spectrum of possible stressors and shocks, while also promoting social equity and ecological sustainability.","2021","2021-12-17 13:55:52","2021-12-17 13:55:52","2021-03-22 01:48:56","","","","5","","Front. Sustain. Food Syst.","Narrow and Brittle or Broad and Nimble?","","","","","","","English","","","","","Frontiers","","Publisher: Frontiers","","/Users/lizawood/Zotero/storage/QNIPU4JB/Petersen-Rockney et al. - 2021 - Narrow and Brittle or Broad and Nimble Comparing .pdf","","","adaptive capacity; Diversified farming systems; drought; Farm labor; Food Safety; Land access; Marginal land","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CEPVKRE7","journalArticle","2020","Bowles, Timothy M.; Mooshammer, Maria; Socolar, Yvonne; Calderón, Francisco; Cavigelli, Michel A.; Culman, Steve W.; Deen, William; Drury, Craig F.; Garcia y Garcia, Axel; Gaudin, Amélie C. M.; Harkcom, W. Scott; Lehman, R. Michael; Osborne, Shannon L.; Robertson, G. Philip; Salerno, Jonathan; Schmer, Marty R.; Strock, Jeffrey; Grandy, A. Stuart","Long-Term Evidence Shows that Crop-Rotation Diversification Increases Agricultural Resilience to Adverse Growing Conditions in North America","One Earth","","2590-3322","10.1016/j.oneear.2020.02.007","http://www.sciencedirect.com/science/article/pii/S2590332220300889","A grand challenge facing humanity is how to produce food for a growing population in the face of a changing climate and environmental degradation. Although empirical evidence remains sparse, management strategies that increase environmental sustainability, such as increasing agroecosystem diversity through crop rotations, may also increase resilience to weather extremes without sacrificing yields. We used multilevel regression analyses of long-term crop yield datasets across a continental precipitation gradient to assess how temporal crop diversification affects maize yields in intensively managed grain systems. More diverse rotations increased maize yields over time and across all growing conditions (28.1% on average), including in favorable conditions (22.6%). Notably, more diverse rotations also showed positive effects on yield under unfavorable conditions, whereby yield losses were reduced by 14.0%–89.9% in drought years. Systems approaches to environmental sustainability and yield resilience, such as crop-rotation diversification, are a central component of risk-reduction strategies and should inform the enablement of policies.","2020-03-20","2021-12-17 13:55:46","2021-12-17 13:55:46","2020-05-20 22:05:03","284-293","","3","2","","One Earth","","","","","","","","en","","","","","ScienceDirect","","","","/Users/lizawood/Zotero/storage/PZHYXP92/Bowles et al. - 2020 - Long-Term Evidence Shows that Crop-Rotation Divers.pdf; /Users/lizawood/Zotero/storage/TAM933HQ/S2590332220300889.html","","","resilience; crop diversity; drought; climate variability; crop rotation; diversified farming systems; long-term experiment; maize","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6DYDLAAA","journalArticle","2018","Bouttes, Maëlys; Darnhofer, Ika; Martin, Guillaume","Converting to organic farming as a way to enhance adaptive capacity","Organic Agriculture","","1879-4246","10.1007/s13165-018-0225-y","https://doi.org/10.1007/s13165-018-0225-y","Farmers are facing an increasingly turbulent context, driven by volatile markets, shifting policies, and new societal expectations. Insights into farmers’ adaptive capacity are helpful to understand how farmers perceive various options, and what they think is necessary to enable their farms to persist through uncertain times. We focus on dairy farmers, who have faced strong market volatility in the last few years. We conducted interviews with 20 dairy farmers who were starting their conversion to organic farming in Aveyron, France. The analysis showed that the interviewed farmers perceived organic farming as less risky, especially given stable prices and positive consumer perception. Also, they expected organic farming to increase their autonomy, especially regarding feed, thus reducing their farm’s exposure to volatile input prices. Interviewed farmers were aware of technical risks linked to new production practices but were confident in their ability to manage them. Organic farming was also perceived as stimulating their learning, especially through a collective dynamic and an open exchange of experiences. The interviewed farmers expected that the higher prices of organic milk would enable them to reduce the number of cows, thus reducing their workload. This would give them more time to observe, reflect, experiment, and learn, thus not only increasing their professional satisfaction but also enabling them to better cope with changes. Overall, they perceived organic farming as an attractive option to maintain the viability of their family farm, an important motivation given their rootedness in the territory. The interviews thus showed that their decision to convert to organic farming was driven by their expectation that it would enhance their adaptive capacity, thus enabling them to better face current turbulences and future changes in the broader context.","2018-07-31","2021-12-17 13:55:20","2021-12-17 13:55:20","2019-03-05 17:10:18","","","","","","Org. Agr.","","","","","","","","en","","","","","Springer Link","","","","/Users/lizawood/Zotero/storage/NET4Y22Y/Bouttes et al. - 2018 - Converting to organic farming as a way to enhance .pdf","","","Adaptiveness; Dairy farming; Farm management; Resilience; Transition; Vulnerability","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7F99FVPX","book","2013","Borgatti, Stephen P.; Everett, Martin G.; Johnson, Jeffrey C.","Analyzing Social Networks","","978-1-4462-4741-9","","","","Written by a stellar team of experts, Analyzing Social Networks is a practical book on how to collect, visualize, analyze and interpret social network data with a particular emphasis on the use of the software tools UCINET and Netdraw.   The book includes a clear and detailed introduction to the fundamental concepts of network analyses, including centrality, subgroups, equivalence and network structure, as well as cross-cutting chapters that helpfully show how to apply network concepts to different kinds of networks.  Written using simple language and notation with few equations, this book masterfully covers the research process, including: · The initial design stage  · Data collection and manipulation · Measuring key variables · Exploration of structure · Hypothesis testing  · Interpretation  This is an essential resource for students, researchers and practitioners across the social sciences who want to use network analysis as part of their research. A companion website is available at: sites.google.com/site/analyzingsocialnetworks/","2013-05-29","2021-12-17 13:55:06","2021-12-17 13:55:06","","","304","","","","","","","","","","SAGE Publications Ltd","Los Angeles","English","","","","","Amazon","","","","","https://www.amazon.com/Analyzing-Social-Networks-Stephen-Borgatti/dp/1446247414","","","","","","","","","","","","","","","","","","","","","","1 edition","","","","","","","","","","","","","","","","","","","","","","","","","",""
"LYPXMKFE","journalArticle","2009","Bodin, Örjan; Crona, Beatrice I.","The role of social networks in natural resource governance: What relational patterns make a difference?","Global Environmental Change","","0959-3780","10.1016/j.gloenvcha.2009.05.002","http://www.sciencedirect.com/science/article/pii/S0959378009000405","Resent research has identified the existence of social networks as a common and important denominator in cases where different stakeholders have come together to effectively deal with natural resource problems and dilemmas. It has even been shown that social networks can be more important than the existence of formal institutions for effective enforcement and compliance with environmental regulations. However, all social networks are not created equal. On the contrary, the structural pattern of relations (i.e. the topology) of a social network can have significant impact on how actors actually behave. This clearly has implications for actors’ abilities to manage environmental challenges. This review aims to add more precision to initial insights and pending hypotheses about the positive impacts of social networks on governance processes and outcomes, by reviewing and synthesizing empirically based literature explicitly studying structural characteristics of social networks in natural resource governance settings. It is shown that significant differences in governance processes and outcomes can be expected among networks experiencing structural differences in terms of density of relations, degree of cohesiveness, subgroup interconnectivity, and degree of network centralization. Furthermore, the review shows that none of these structural characteristics present a monotonically increasing positive effect on processes of importance for resource governance, and that favoring one characteristic likely occurs at the expense of another. Thus, assessing the most favorable level and mix of different network characteristics, where most of the positive governance effects are obtained while undesired effects are minimized, presents a key research and governance challenge.","2009-08-01","2021-12-17 13:54:42","2021-12-17 13:54:42","2018-09-20 04:19:20","366-374","","3","19","","Global Environmental Change","The role of social networks in natural resource governance","","","","","","","","","","","","ScienceDirect","","","","/Users/lizawood/Zotero/storage/5XP6FFZY/Bodin and Crona - 2009 - The role of social networks in natural resource go.pdf; /Users/lizawood/Zotero/storage/EIZWQCCQ/S0959378009000405.html","","","Social networks; Environmental management; Natural resource governance; Natural resource management; Network analysis; Social–ecological systems","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EDZTMLVQ","journalArticle","2014","Blesh, Jennifer; Wolf, Steven A.","Transitions to agroecological farming systems in the Mississippi River Basin: toward an integrated socioecological analysis","Agriculture and Human Values","","0889-048X, 1572-8366","10.1007/s10460-014-9517-3","http://link.springer.com/article/10.1007/s10460-014-9517-3","Industrial agriculture has extensive environmental and social costs, and efforts to create alternative farming systems are widespread if not yet widely successful. This study explored how a set of grain farmers and rotational graziers in Iowa transitioned to agroecological management practices. Our focus on the resources and strategies that farmers mobilized to develop opportunities for, and overcome barriers to, transitioning to alternative practices allows us to go beyond the existing literature focused on why farmers transition. We attend to both the ecological and socioeconomic context of innovation by comparing processes of technical change in two contrasting regions of Iowa. Farmers cultivated farm-level biodiversity and enterprise diversity, developed new cognitive and psychological competencies, and overcame barriers to innovation by developing external network linkages with peers, knowledge organizations, and federal policies. Our research provides insights into how biophysical, cognitive, structural and market considerations can be integrated into research efforts that aim to make sense of innovation toward sustainable agriculture.","2014-07-02","2021-12-17 13:54:01","2021-12-17 13:54:01","2016-02-02 16:54:23","621-635","","4","31","","Agric Hum Values","Transitions to agroecological farming systems in the Mississippi River Basin","","","","","","","en","","","","","link.springer.com","","","","/Users/lizawood/Zotero/storage/RV5HRXEW/Blesh and Wolf - 2014 - Transitions to agroecological farming systems in t.pdf; /Users/lizawood/Zotero/storage/M8V7EA7B/Blesh and Wolf - 2014 - Transitions to agroecological farming systems in t.html","","","Agroecology; Agricultural Economics; Competencies; Ethics; Evolutionary Biology; History; Innovation; Iowa; Resource-based view; Sustainable transitions; Veterinary Medicine","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AKZVRB5F","book","2004","Berkhout, Frans; Smith, Adrian; Stirling, Andy","Socio-technological Regimes and Transition Contexts","","978-1-84542-342-1","","","https://www.elgaronline.com/abstract/1843766833.00013.xml","","2004-11-26","2021-12-17 13:53:41","2021-12-17 13:53:41","2018-10-04 12:52:53","","","","","","","","","","","","Edward Elgar Publishing","","en_US","","","","","www.elgaronline.com","","","","/Users/lizawood/Zotero/storage/KQWNI657/1843766833.00013.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8Q4E6R5Z","book","2008","Berkes, Fikret; Colding, Johan; Folke, Carl","Navigating Social-Ecological Systems: Building Resilience for Complexity and Change","","978-1-139-43479-9","","","","In the effort towards sustainability, it has become increasingly important to develop conceptual frames to understand the dynamics of social and ecological systems. Drawing on complex systems theory, this book investigates how human societies deal with change in linked social-ecological systems, and build capacity to adapt to change. The concept of resilience is central in this context. Resilient social-ecological systems have the potential to sustain development by responding to and shaping change in a manner that does not lead to loss of future options. Resilient systems also provide capacity for renewal and innovation in the face of rapid transformation and crisis. The term navigating in the title is meant to capture this dynamic process. Case studies and examples from several geographic areas, cultures and resource types are included, merging forefront research from natural sciences, social sciences and the humanities into a common framework for new insights on sustainability.","2008-04-24","2021-12-17 13:53:21","2021-12-17 13:53:21","","","419","","","","","Navigating Social-Ecological Systems","","","","","Cambridge University Press","","en","","","","","Google Books","","Google-Books-ID: Y5FnAq9kjxgC","","","https://books.google.com/books?id=Y5FnAq9kjxgC","","Science / Life Sciences / Ecology; Nature / Environmental Conservation & Protection; Technology & Engineering / Agriculture / General","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6X79H58R","book","2003","","Forages, Volume 1: An Introduction to Grassland Agriculture","","978-0-8138-0421-7","","","","The sixth edition of Forages, Volume I, highlights plant adaptation and the complexity of forage management by integrating soil, climate, and herbivory factors with production goals.   This exceptional sourcebook has been extensively reconfigured to address the needs of today's undergraduate student and provide a foundation for problem solving and decision making in forage management. Sidebars and study questions will aid student review and comprehension. Forages teachers themselves, authors from across the continental United States provide broad, national coverage of key species and management practices in a framework of comparative analysis.","2003-01-20","2021-12-17 13:52:59","2021-12-17 13:52:59","","","576","","","","","Forages, Volume 1","","","","","Wiley-Blackwell","Ames","English","","","","","Amazon","","","","","https://www.amazon.com/Forages-1-Introduction-Grassland-Agriculture/dp/0813804213","","","Barnes, Robert F.; Nelson, C. Jerry; Collins, Michael; Moore, Kenneth J.","","","","","","","","","","","","","","","","","","","6 edition","","","","","","","","","","","","","","","","","","","","","","","","","",""
